title,text,url
第1条の3《相続税の納税義務者》及び第1条の4《贈与税の納税義務者》共通関係｜国税庁(農地等の贈与による財産取得の時期),1の3・1の4共−10農地法(昭和27年法律第229号)第3条第1項((農地又は採草放牧地の権利移動の制限))若しくは第5条第1項((農地又は採草放牧地の転用のための権利移動の制限))本文の規定による許可を受けなければならない農地若しくは採草放牧地(以下1の3・1の4共−10においてこれらを「農地等」という。)の贈与又は同項第6号の規定による届出をしてする農地等の贈与に係る取得の時期は、当該許可があった日又は当該届出の効力が生じた日後に贈与があったと認められる場合を除き、1の3・1の4共−8及び1の3・1の4共−9にかかわらず、当該許可があった日又は当該届出の効力が生じた日によるものとする。(昭46直審(資)6、昭57直資2−177改正、平15課資2−1改正、平17課資2−4、平22課資2−12、課審6−15、課評2−22、令元課資2−10、令5課資2-12改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/01.htm
第1条の3《相続税の納税義務者》及び第1条の4《贈与税の納税義務者》共通関係｜国税庁(財産取得の時期の特例),1の3・1の4共−11所有権等の移転の登記又は登録の目的となる財産について1の3・1の4共−8の(2)の取扱いにより贈与の時期を判定する場合において、その贈与の時期が明確でないときは、特に反証のない限りその登記又は登録があった時に贈与があったものとして取り扱うものとする。ただし、鉱業権の贈与については、鉱業原簿に登録した日に贈与があったものとして取り扱うものとする。(昭57直資2−177改正、平15課資2−1改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/01.htm
第1条の3《相続税の納税義務者》及び第1条の4《贈与税の納税義務者》共通関係｜国税庁(財産の所在の判定),2・2の2共−1法第2条第2項及び第2条の2第2項に規定する「この法律の施行地にあるもの」であるかどうかは、法第10条の規定により判定するのであるから留意する。,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/01.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(「相続を放棄した者」の意義),3-1法第3条第1項に規定する「相続を放棄した者」とは、民法第915条((相続の承認又は放棄をすべき期間))から第917条までに規定する期間内に同法第938条((相続の放棄の方式))の規定により家庭裁判所に申述して相続の放棄をした者(同法第919条第2項((相続の承認及び放棄の撤回及び取消し))の規定により放棄の取消しをした者を除く。)だけをいうのであって、正式に放棄の手続をとらないで事実上相続により財産を取得しなかったにとどまる者はこれに含まれないのであるから留意する。(昭39直審(資)30、平17課資2-4改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(「相続権を失った者」の意義),3-2法第3条第1項に規定する「相続権を失った者」とは、民法第891条の各号((相続人の欠格事由))に掲げる者並びに同法第892条((推定相続人の廃除))及び第893条((遺言による推定相続人の廃除))の規定による推定相続人の廃除の請求に基づき相続権を失った者(同法第894条((推定相続人の廃除の取消し))の規定により廃除の取消しのあった者を除く。)だけをいうのであるから留意する。(平17課資2-4改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(相続を放棄した者の財産の取得),3-3相続を放棄した者が法第3条第1項各号に掲げる財産を取得した場合においては、当該財産は遺贈により取得したものとみなされるのであるから留意する。,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁（法施行令第1条の2第1項に含まれる契約）,3-4相続税法施行令（昭和25年政令第71号。以下「法施行令」という。）第1条の2第1項第1号に規定する保険契約及び同項第3号に規定する契約には、同項第1号又は第3号に掲げる者と締結した保険法（平成20年法律第56号）第2条第9号((定義))に規定する傷害疾病定額保険契約（以下3−5において同じ。）が含まれることに留意する。（平22課資2−12、課審6−15、課評2−22追加）,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁（法施行令第1条の2第2項に含まれる契約）,3-5法施行令第1条の2第2項第1号に規定する保険契約及び同項第2号に規定する契約には、同項第1号又は第2号に掲げる者と締結した傷害疾病定額保険契約が含まれることに留意する。（平22課資2−12、課審6−15、課評2−22追加）,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(年金により支払を受ける保険金),3-6法第3条第1項第1号の規定により相続又は遺贈により取得したものとみなされる保険金には、一時金により支払を受けるもののほか、年金の方法により支払を受けるものも含まれるのであるから留意する。(昭46直審(資)6改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(法第3条第1項第1号に規定する保険金),3-7法第3条第1項第1号の生命保険契約又は損害保険契約(以下3-7から3-9まで及び3-11から3-13までにおいてこれらを「保険契約」という。)の保険金は、被保険者(被共済者を含む。以下同じ。)の死亡(死亡の直接の基因となった傷害を含む。以下3-16及び3-17において同じ。)を保険事故(共済事故を含む。以下同じ。)として支払われるいわゆる死亡保険金(死亡共済金を含む。以下同じ。)に限られ、被保険者の傷害(死亡の直接の基因となった傷害を除く。以下3-7において同じ。)、疾病その他これらに類するもので死亡を伴わないものを保険事故として支払われる保険金(共済金を含む。以下同じ。)又は給付金は、当該被保険者の死亡後に支払われたものであっても、これに含まれないのであるから留意する。(昭41直審(資)5追加、昭46直審(資)6、昭57直資2-177改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(保険金とともに支払を受ける剰余金等),3-8法第3条第1項第1号の規定により相続又は遺贈により取得したものとみなされる保険金には、保険契約に基づき分配を受ける剰余金、割戻しを受ける割戻金及び払戻しを受ける前納保険料の額で、当該保険契約に基づき保険金とともに当該保険契約に係る保険金受取人(共済金受取人を含む。以下同じ。)が取得するものを含むものとする。(昭57直資2-177追加),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(契約者貸付金等がある場合の保険金),3-9保険契約に基づき保険金が支払われる場合において、当該保険契約の契約者(共済契約者を含む。以下「保険契約者」という。)に対する貸付金若しくは保険料(共済掛金を含む。以下同じ。)の振替貸付けに係る貸付金又は未払込保険料の額(いずれもその元利合計金額とし、以下3-9及び5-7においてこれらの合計金額を「契約者貸付金等の額」という。)があるため、当該保険金の額から当該契約者貸付金等の額が控除されるときの法第3条第1項第1号の規定の適用については、次に掲げる場合の区分に応じ、それぞれ次による。(昭57直資2-177追加),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(無保険車傷害保険契約に係る保険金),3-10無保険車傷害保険契約に基づいて取得する保険金は、損害賠償金としての性格を有することから法第3条第1項第1号の規定により相続又は遺贈により取得したものとみなされる保険金には含まれないものとして取り扱うものとする。(昭57直資2-177追加),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(「保険金受取人」の意義),3-11法第3条第1項第1号に規定する「保険金受取人」とは、その保険契約に係る保険約款等の規定に基づいて保険事故の発生により保険金を受け取る権利を有する者(以下3-12において「保険契約上の保険金受取人」という。)をいうものとする。(昭46直審(資)6、昭57直資2-177改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(保険金受取人の実質判定),3-12保険契約上の保険金受取人以外の者が現実に保険金を取得している場合において、保険金受取人の変更の手続がなされていなかったことにつきやむを得ない事情があると認められる場合など、現実に保険金を取得した者がその保険金を取得することについて相当な理由があると認められるときは、3-11にかかわらず、その者を法第3条第1項第1号に規定する保険金受取人とするものとする。(昭57直資2-177追加),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(被相続人が負担した保険料等),3-13法第3条第1項第1号、第3号及び第5号に規定する「被相続人が負担した保険料」は、保険契約に基づき払い込まれた保険料の合計額によるものとし、次に掲げる場合における保険料については、それぞれ次によるものとする。(昭46直審(資)6、昭47直資2-130、昭50直資2-257、昭57直資2-177改正、平15課資2-1改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(保険料の全額),3-14法第3条第1項第1号に規定する「当該契約に係る保険料で被相続人の死亡の時まで払い込まれたものの全額」並びに同項第3号及び第5号に規定する「当該契約に係る保険料で当該相続開始の時までに払い込まれたものの全額」の計算については、3-13の取扱いに準ずるものとする。(昭57直資2-177追加),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(養育年金付こども保険に係る保険契約者が死亡した場合),3-15被保険者(子)が一定の年齢に達するごとに保険金が支払われるほか、保険契約者(親)が死亡した場合にはその後の保険料を免除するとともに満期に達するまで年金を支払ういわゆる養育年金付こども保険に係る保険契約者が死亡した場合における取扱いは、次に掲げるところによるものとする。(昭57直資2-177追加、平15課資2-1、平22課資2−12、課審6−15、課評2−22改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(保険料の負担者が被相続人以外の者である場合),3-16法第3条第1項第1号の規定により相続又は遺贈により取得したものとみなされる保険金は、保険料の負担者の死亡により支払われるものに限られ、その死亡した者及びその受取人以外の者が保険料を負担していたものについては、法第5条第1項の規定により保険金受取人が保険料を負担した者から贈与により取得したものとみなされるのであるから留意する。(昭46直審(資)6、昭57直資2-177改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
第3条《相続又は遺贈により取得したものとみなす場合》関係｜国税庁(雇用主が保険料を負担している場合),3-17雇用主がその従業員(役員を含む。以下同じ。)のためにその者(その者の配偶者その他の親族を含む。)を被保険者とする生命保険契約又はこれらの者の身体を保険の目的とする損害保険契約に係る保険料の全部又は一部を負担している場合において、保険事故の発生により従業員その他の者が当該契約に係る保険金を取得したときの取扱いは、次に掲げる場合の区分に応じ、それぞれ次によるものとする。ただし、雇用主が当該保険金を従業員の退職手当金等として支給することとしている場合には、当該保険金は法第3条第1項第2号に掲げる退職手当金等に該当するものとし、この取扱いを適用しない。(昭46直審(資)6、昭47直資2-130改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/02.htm
〔退職手当金関係〕｜国税庁(退職手当金等の取扱い),3-18法第3条第1項第2号に規定する「被相続人に支給されるべきであった退職手当金、功労金その他これらに準ずる給与」(以下「退職手当金等」という。)とは、その名義のいかんにかかわらず実質上被相続人の退職手当金等として支給される金品をいうものとする。(昭46直審(資)6改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(退職手当金等の判定),3-19被相続人の死亡により相続人その他の者が受ける金品が退職手当金等に該当するかどうかは、当該金品が退職給与規程その他これに準ずるものの定めに基づいて受ける場合においてはこれにより、その他の場合においては当該被相続人の地位、功労等を考慮し、当該被相続人の雇用主等が営む事業と類似する事業における当該被相続人と同様な地位にある者が受け、又は受けると認められる額等を勘案して判定するものとする。,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(弔慰金等の取扱い),3-20被相続人の死亡により相続人その他の者が受ける弔慰金、花輪代、葬祭料等(以下「弔慰金等」という。)については、3-18及び3-19に該当すると認められるものを除き、次に掲げる金額を弔慰金等に相当する金額として取り扱い、当該金額を超える部分の金額があるときは、その超える部分に相当する金額は退職手当金等に該当するものとして取り扱うものとする。(昭57直資2-177改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(普通給与の判定),3-21被相続人が非常勤役員である等のため、死亡当時に賞与だけを受けており普通給与を受けていなかった場合における3-20に定める普通給与の判定は、その者が死亡当時の直近に受けた賞与の額又は雇用主等の営む事業と類似する事業における当該被相続人と同様な地位にある役員の受ける普通給与若しくは賞与の額等から勘案し、当該被相続人が普通給与と賞与の双方の形態で給与を受けていたとした場合において評定されるべき普通給与の額を基準とするものとする。(昭57直資2-177改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(「業務上の死亡」等の意義),3-223-20に定める「業務」とは、当該被相続人に遂行すべきものとして割り当てられた仕事をいい、「業務上の死亡」とは、直接業務に起因する死亡又は業務と相当因果関係があると認められる死亡をいうものとして取り扱うものとする。(昭57直資2-177改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(退職手当金等に該当しないもの),3-23次に掲げる法律等の規定により遺族が受ける弔慰金等については、法第3条第1項第2号に規定する退職手当金等に該当しないものとする。(昭46直審(資)6、昭47直資2-130、昭50直資2-257、昭57直資2-177、平元直資2-207、平16課資2-6、平17課資2-4、平22課資2−12、課審6−15、課評2−22改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(「給与」の意義),3-24法第3条第1項第2号に規定する「給与」には、現物で支給されるものも含むのであるから留意する。,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(退職手当金等の支給を受けた者),3-25法第3条第1項第2号の被相続人に支給されるべきであった退職手当金等の支給を受けた者とは、次に掲げる場合の区分に応じ、それぞれ次に掲げる者をいうものとする。(昭57直資2-177追加),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(「その他退職給付金に関する信託又は生命保険の契約」の意義),3-26法施行令第1条の3第8号に規定する「その他退職給付金に関する信託又は生命保険の契約」とは、雇用主がその従業員(その従業員が死亡した場合には、その者の遺族を含む。)を受益者又は保険金受取人として信託会社(信託業務を営む金融機関を含む。以下同じ。)又は生命保険会社と締結した信託又は生命保険の契約で、当該信託会社又は生命保険会社が当該雇用主の従業員の退職について当該契約に基づき退職手当金等を支給することを約したものをいい、当該契約に係る掛金又は保険料の負担者がだれであるかは問わないのであるから留意する。(昭46直審(資)6追加、平6課資2-114、平14課資2-9、平15課資2-1、平18課資2-2、平26課資2-12、課審7-17、徴管6-25、平27課資2−9改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(「これに類する契約」の意義),3-27法施行令第1条の3第9号に規定する「これに類する契約」とは、雇用主が退職手当金等を支給する事業を行う団体に掛金を納付し、その団体が当該雇用主の従業員の退職について退職手当金等を支給することを約した契約をいうものとする。(昭46直審(資)6追加、平14課資2-9、平15課資2-1、平18課資2-2、平26課資2-12、課審7-17、徴管6-25、平27課資2−9改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(退職手当金等に該当する生命保険契約に関する権利等),3-28雇用主がその従業員のために、次に掲げる保険契約又は共済契約(これらの契約のうち一定期間内に保険事故が発生しなかった場合において返還金その他これに準ずるものの支払がないものを除く。)を締結している場合において、当該従業員の死亡によりその相続人その他の者がこれらの契約に関する権利を取得したときは、当該契約に関する権利は、法第3条第1項第2号に規定する退職手当金等に該当するものとする。(昭46直審(資)6追加、平15課資2-1改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(退職年金の継続受取人が取得する権利),3-29退職年金を受けている者の死亡により、その相続人その他の者が当該年金を継続して受けることとなった場合(これに係る一時金を受けることとなった場合を含む。)においては、当該年金の受給に関する権利は、その継続受取人となった者が法第3条第1項第6号の規定により相続又は遺贈により取得したものとみなされるのであるから留意する。(昭46直審(資)6追加),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(「被相続人の死亡後3年以内に支給が確定したもの」の意義),3-30法第3条第1項第2号に規定する「被相続人の死亡後3年以内に支給が確定したもの」とは、被相続人に支給されるべきであった退職手当金等の額が被相続人の死亡後3年以内に確定したものをいい、実際に支給される時期が被相続人の死亡後3年以内であるかどうかを問わないものとする。この場合において、支給されることは確定していてもその額が確定しないものについては、同号の支給が確定したものには該当しないものとする。,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(被相続人の死亡後支給額が確定した退職手当金等),3-31被相続人の生前退職による退職手当金等であっても、その支給されるべき額が、被相続人の死亡前に確定しなかったもので、被相続人の死亡後3年以内に確定したものについては、法第3条第1項第2号に規定する退職手当金等に該当するのであるから留意する。(昭50直資2-257追加、昭57直資2-177改正),https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(被相続人の死亡後確定した賞与),3-32被相続人が受けるべきであった賞与の額が被相続人の死亡後確定したものは、法第3条第1項第2号に規定する退職手当金等には該当しないで、本来の相続財産に属するものであるから留意する。,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔退職手当金関係〕｜国税庁(支給期の到来していない給与),3-33相続開始の時において支給期の到来していない俸給、給料等は、法第3条第1項第2号に規定する退職手当金等には該当しないで、本来の相続財産に属するものであるから留意する。,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/03.htm
〔生命保険契約に関する権利関係〕｜国税庁（保険金受取人が死亡した場合の課税関係）,3−34保険金受取人が死亡した時において、まだ保険事故が発生していない生命保険契約で当該保険金受取人が保険契約者でなく、かつ、保険料の負担者でないものについては、当該保険金受取人の死亡した時においては課税関係は生じないものとする。（昭46直審（資）6、昭57直資2−177改正）,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/04.htm
〔生命保険契約に関する権利関係〕｜国税庁（契約者が取得したものとみなされた生命保険契約に関する権利）,3−35法第3条第1項第3号の規定により、保険契約者が相続又は遺贈によって取得したものとみなされた部分の生命保険契約に関する権利は、そのみなされた時以後は当該契約者が自ら保険料を負担したものと同様に取り扱うものとする。,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/04.htm
〔生命保険契約に関する権利関係〕｜国税庁（被保険者でない保険契約者が死亡した場合）,3−36被保険者でない保険契約者が死亡した場合における生命保険契約に関する権利についての取扱いは、次に掲げるところによるものとする（昭57直資2−177改正）,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/04.htm
〔生命保険契約に関する権利関係〕｜国税庁（保険契約者の範囲）,3−37法第3条第1項第3号に規定する「生命保険契約の契約者」には、当該契約に関する権利を承継したものを含むものとする。,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/04.htm
〔生命保険契約に関する権利関係〕｜国税庁（保険金受取人が取得した保険金で課税関係の生じない場合）,3−38保険金受取人の取得した保険金の額のうち、法第3条第1項第3号の規定により当該保険金受取人が相続又は遺贈により取得したものとみなされた部分に対応する金額又は自己の負担した保険料の金額に対応する部分の金額については、相続又は遺贈によって取得する財産とはならないのであるから留意する。,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/04.htm
〔生命保険契約に関する権利関係〕｜国税庁（「返還金その他これに準ずるもの」の意義）,3−39法第3条第1項第3号に規定する「返還金その他これに準ずるもの」とは、生命保険契約の定めるところにより生命保険契約の解除（保険金の減額の場合を含む。）又は失効によって支払を受ける金額又は一定の事由（被保険者の自殺等）に基づき保険金の支払をしない場合において支払を受ける払戻金等をいうものとする。（昭46直審（資）6改正）,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/04.htm
〔生命保険契約に関する権利関係〕｜国税庁（定期金受取人が死亡した場合で課税関係の生じない場合）,3−40定期金受取人となるべき者が死亡した時において、まだ給付事由の発生していない定期金給付契約（生命保険契約を除く。以下3−43までにおいて同じ。）で当該定期金受取人が契約者でなく、かつ、掛金又は保険料の負担者でないものについては、当該定期金受取人の死亡した時においては課税関係は生じないものとする。（昭46直審（資）6、昭57直資2−177、平4課資2−158改正）,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/04.htm
〔生命保険契約に関する権利関係〕｜国税庁（定期金給付事由の発生前に契約者が死亡した場合）,3−41定期金給付契約の契約者が死亡した時において、まだ給付事由の発生していない定期金給付契約で当該契約者が掛金又は保険料の負担者でないものについては、当該契約者の死亡した時においては当該定期金給付契約に関する権利については、課税しないものとする。ただし、法第3条第1項第4号の規定により当該契約者が掛金又は保険料の負担者から当該定期金給付契約に関する権利を相続又は遺贈によって取得したものとみなされた場合におけるそのみなされた部分については、この限りでない。（平4課資2−158改正）,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/04.htm
〔生命保険契約に関する権利関係〕｜国税庁（定期金給付事由の発生前に掛金又は保険料の負担者が死亡した場合）,3−42定期金給付事由の発生前に掛金又は保険料の負担者が死亡した場合におけるその定期金給付契約に関する権利は、契約者と掛金又は保険料の負担者とが同一人でないときは法第3条第1項第4号の規定によって契約者が掛金又は保険料の負担者からその負担した掛金又は保険料の金額のその相続の開始の時までに払い込まれた掛金又は保険料の全額に対する割合に相当する部分を相続又は遺贈により取得したものとみなされ、契約者と掛金又は保険料の負担者が同一人であるときは当該掛金又は保険料の負担者の本来の相続財産となることに留意する。（平4課資2−158改正）,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/04.htm
〔生命保険契約に関する権利関係〕｜国税庁（定期金給付契約の解除等があった場合）,3−43定期金給付契約の解除、失効又は変更等により返還金又はこれに準ずるものの取得があった場合には、法第6条第2項の規定によりその受取人が掛金又は保険料の負担者からその負担した掛金又は保険料の金額のこれらの事由が発生した時までに払い込まれた掛金又は保険料の全額に対する割合に相当する部分を贈与によって取得したものとみなされるのであるから留意する。（平4課資2−158改正）,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/04.htm
〔生命保険契約に関する権利関係〕｜国税庁（被相続人が負担した掛金又は保険料等）,3−44法第3条第1項第4号及び第5号に規定する「被相続人が負担した掛金又は保険料」及び「当該契約に係る掛金又は保険料で当該相続開始の時までに払い込まれたものの全額」の計算については、3−13及び3−14の取扱いに準ずるものとする。（昭57直資2−177、平4課資2−158改正）,https://www.nta.go.jp/law/tsutatsu/kihon/sisan/sozoku2/01/04.htm
